age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,debt_to_income,dependents,education,self_employed,property_area,existing_loans,loan_status
53,31247.0,18,724,17116.0,24,0.235,3,High School,No,Urban,2,Approved
41,81798.0,23,718,12453.0,36,0.276,2,Master,No,Urban,2,Approved
47,99822.0,6,669,50406.0,60,0.297,3,Bachelor,No,Semiurban,1,Approved
63,32485.0,11,720,8965.0,36,0.27,0,High School,No,Urban,3,Approved
44,55733.0,20,698,9762.0,60,0.415,1,Bachelor,No,Urban,1,Approved
54,25725.0,29,727,7597.0,12,0.398,0,Bachelor,Yes,Semiurban,0,Approved
25,49782.0,7,590,9748.0,60,0.439,1,Bachelor,No,Urban,3,Rejected
30,87151.0,12,736,40494.0,60,0.254,3,Master,No,Urban,0,Approved
63,43298.0,27,767,41385.0,24,0.177,2,Bachelor,Yes,Semiurban,3,Approved
59,47960.0,19,714,17154.0,36,0.367,2,High School,No,Urban,0,Approved
50,29546.0,13,735,24853.0,48,0.363,0,Master,No,Rural,3,Approved
38,38503.0,7,682,17878.0,60,0.162,1,High School,No,Urban,2,Approved
29,144647.0,8,757,8294.0,24,0.262,4,Master,Yes,Urban,3,Approved
59,57251.0,1,695,76107.0,36,0.288,0,Master,No,Rural,1,Rejected
56,31692.0,4,604,43990.0,48,0.227,0,Bachelor,No,Urban,1,Rejected
31,46257.0,13,752,22663.0,36,0.407,1,Master,No,Rural,3,Approved
47,22845.0,4,567,10320.0,36,0.478,2,Master,No,Rural,3,Rejected
48,31486.0,0,711,15552.0,36,0.525,1,Master,No,Urban,0,Rejected
42,116224.0,21,661,11476.0,60,0.224,0,High School,No,Semiurban,1,Approved
62,50854.0,2,656,19179.0,24,0.138,2,High School,No,Urban,0,Approved
26,155592.0,4,703,22017.0,60,0.043,2,Bachelor,No,Rural,1,Approved
32,52190.0,14,637,14420.0,36,0.074,1,Bachelor,No,Rural,0,Approved
25,53922.0,7,728,6994.0,60,0.131,0,Bachelor,No,Urban,2,Approved
52,78243.0,22,694,71967.0,24,0.197,0,High School,No,Rural,3,Approved
49,12647.0,1,644,21005.0,48,0.404,1,Bachelor,No,Urban,3,Rejected
65,61562.0,5,790,24219.0,60,0.143,0,High School,Yes,Semiurban,2,Approved
45,53538.0,22,705,13678.0,48,0.327,0,Bachelor,No,Urban,0,Approved
27,124543.0,9,737,6521.0,12,0.526,2,High School,No,Urban,0,Approved
41,93495.0,12,796,17051.0,36,0.317,3,Bachelor,No,Urban,2,Approved
24,29483.0,6,795,14589.0,24,0.196,0,Bachelor,No,Semiurban,2,Approved
51,108909.0,27,733,28547.0,24,0.167,1,Bachelor,No,Urban,0,Approved
51,47611.0,23,667,32438.0,48,0.133,1,High School,Yes,Semiurban,1,Approved
59,33444.0,23,583,29596.0,60,0.385,1,Bachelor,No,Rural,3,Rejected
36,61298.0,18,706,34218.0,48,0.193,1,High School,No,Rural,3,Approved
34,49196.0,4,772,58134.0,24,0.462,1,High School,Yes,Urban,2,Approved
24,128187.0,6,717,23191.0,24,0.23,1,Bachelor,No,Urban,0,Approved
39,66332.0,21,432,36777.0,36,0.33,0,Bachelor,Yes,Rural,0,Rejected
42,61587.0,6,755,24813.0,24,0.144,2,High School,No,Semiurban,0,Approved
54,90260.0,0,760,5235.0,60,0.406,1,Master,No,Urban,0,Approved
54,100325.0,11,667,16280.0,24,0.439,0,Master,No,Urban,0,Approved
27,84632.0,8,764,10241.0,24,0.125,1,Master,No,Rural,3,Approved
33,120066.0,15,737,20922.0,48,0.399,0,Bachelor,No,Semiurban,3,Approved
44,76869.0,13,639,10764.0,24,0.246,1,Bachelor,Yes,Urban,3,Rejected
36,60313.0,18,785,26684.0,36,0.39,0,Bachelor,No,Rural,3,Approved
22,108731.0,4,595,34057.0,36,0.054,1,Bachelor,Yes,Semiurban,2,Approved
59,52318.0,24,686,39358.0,24,0.227,1,Bachelor,No,Rural,0,Approved
53,56015.0,23,678,51568.0,36,0.204,1,Bachelor,Yes,Urban,3,Rejected
44,141769.0,26,628,6055.0,36,0.173,1,High School,No,Rural,2,Approved
35,134208.0,17,713,8257.0,48,0.166,2,Master,No,Rural,0,Approved
58,54753.0,7,788,120717.0,24,0.078,2,Bachelor,No,Semiurban,2,Rejected
22,42857.0,4,784,34694.0,36,0.565,1,Bachelor,No,Rural,1,Approved
41,122987.0,9,744,20827.0,48,0.278,1,Bachelor,Yes,Semiurban,0,Approved
57,85419.0,10,563,18379.0,12,0.431,3,Bachelor,No,Semiurban,0,Rejected
63,65425.0,19,590,17347.0,24,0.336,1,Bachelor,No,Semiurban,0,Rejected
32,46077.0,9,702,5121.0,36,0.351,1,Bachelor,Yes,Rural,1,Approved
50,66007.0,0,687,10896.0,24,0.4,2,High School,No,Semiurban,0,Approved
29,54347.0,11,653,16738.0,12,0.412,0,High School,No,Rural,2,Approved
26,38166.0,8,833,11303.0,60,0.404,0,High School,No,Semiurban,2,Approved
36,59045.0,18,698,12305.0,36,0.405,2,Bachelor,No,Semiurban,2,Approved
60,63645.0,25,731,94969.0,36,0.234,2,Bachelor,No,Urban,3,Approved
52,44740.0,19,764,15284.0,24,0.268,1,High School,Yes,Rural,3,Approved
43,90417.0,18,694,21567.0,12,0.305,0,High School,No,Semiurban,0,Approved
33,111742.0,15,850,21074.0,48,0.152,3,Master,No,Rural,1,Approved
27,93764.0,9,619,26404.0,48,0.103,2,High School,No,Rural,0,Approved
33,47247.0,15,645,13199.0,60,0.044,1,Bachelor,No,Semiurban,1,Approved
27,83349.0,9,619,40484.0,12,0.194,0,Bachelor,No,Urban,1,Approved
29,57410.0,5,807,24015.0,24,0.298,1,Bachelor,Yes,Semiurban,3,Approved
51,27873.0,4,750,7797.0,48,0.255,0,High School,Yes,Semiurban,1,Approved
26,79625.0,8,649,16785.0,36,0.303,1,Bachelor,Yes,Urban,0,Approved
23,59603.0,5,625,16094.0,12,0.258,4,High School,No,Urban,0,Approved
45,229014.0,27,794,15620.0,36,0.217,2,Bachelor,No,Rural,3,Approved
33,122588.0,3,717,25064.0,24,0.286,4,Bachelor,No,Semiurban,0,Approved
41,81326.0,23,796,27193.0,60,0.203,1,Bachelor,Yes,Rural,2,Approved
27,63078.0,9,685,25184.0,60,0.115,0,Bachelor,Yes,Urban,0,Approved
30,60182.0,12,728,22436.0,48,0.402,4,Master,No,Rural,3,Approved
40,31668.0,15,713,19030.0,36,0.166,3,Bachelor,No,Semiurban,1,Approved
52,21134.0,15,643,4446.0,48,0.237,1,High School,Yes,Semiurban,3,Rejected
39,34036.0,13,679,29845.0,48,0.508,0,Bachelor,No,Semiurban,3,Rejected
45,53575.0,0,601,24725.0,48,0.226,2,Bachelor,No,Semiurban,2,Rejected
44,17275.0,15,727,9490.0,36,0.322,0,High School,No,Semiurban,1,Approved
33,40770.0,7,747,21601.0,60,0.125,3,Master,No,Urban,1,Approved
33,47997.0,6,764,27427.0,36,0.473,2,High School,No,Semiurban,3,Approved
40,48855.0,1,740,38539.0,36,0.247,0,Master,Yes,Rural,3,Approved
22,38221.0,4,680,25080.0,48,0.274,0,Bachelor,No,Rural,3,Rejected
51,45581.0,1,806,22185.0,60,0.14,0,Bachelor,No,Rural,3,Approved
48,141950.0,26,757,33307.0,60,0.123,2,Bachelor,Yes,Rural,2,Approved
34,79163.0,16,794,14748.0,36,0.096,0,High School,No,Rural,2,Approved
37,40414.0,19,799,23528.0,48,0.2,1,Bachelor,No,Rural,3,Approved
35,52971.0,9,681,12021.0,36,0.455,0,High School,No,Semiurban,2,Rejected
50,54150.0,5,719,37042.0,48,0.522,1,High School,No,Urban,0,Rejected
55,36052.0,15,748,6322.0,24,0.524,2,Bachelor,No,Semiurban,0,Approved
25,36029.0,7,604,30608.0,36,0.254,0,High School,No,Urban,2,Rejected
39,95882.0,0,605,18208.0,60,0.105,0,Bachelor,Yes,Urban,3,Approved
21,43661.0,3,593,33713.0,60,0.215,0,Bachelor,No,Semiurban,3,Rejected
41,30122.0,13,682,10838.0,36,0.103,3,Doctorate,No,Rural,1,Approved
32,53710.0,14,665,19084.0,24,0.276,1,Master,No,Urban,2,Approved
36,58688.0,2,582,18724.0,36,0.261,0,High School,Yes,Semiurban,2,Rejected
41,18585.0,13,701,23865.0,24,0.135,1,Master,Yes,Semiurban,1,Approved
35,53781.0,14,683,9111.0,12,0.146,0,High School,No,Rural,2,Approved
38,88652.0,1,779,27219.0,60,0.286,2,Bachelor,No,Semiurban,2,Approved
55,70493.0,21,841,5422.0,36,0.226,0,Master,No,Semiurban,0,Approved
57,187489.0,28,724,11661.0,24,0.339,4,High School,No,Semiurban,0,Approved
21,109447.0,3,638,6518.0,48,0.442,1,Bachelor,Yes,Urban,0,Approved
38,122028.0,12,739,30837.0,12,0.187,1,High School,No,Semiurban,1,Approved
59,256565.0,19,691,23347.0,36,0.05,0,Master,No,Semiurban,2,Approved
44,83456.0,11,672,24211.0,24,0.477,0,Bachelor,No,Urban,1,Approved
30,60161.0,11,625,46897.0,24,0.526,0,High School,No,Semiurban,2,Rejected
47,93962.0,23,655,14658.0,36,0.386,2,High School,Yes,Semiurban,0,Approved
27,40437.0,9,677,26752.0,48,0.156,4,Bachelor,No,Urban,2,Approved
21,58356.0,3,750,18789.0,36,0.132,0,Bachelor,No,Urban,2,Approved
49,38516.0,12,728,17019.0,60,0.249,4,Bachelor,No,Urban,3,Approved
44,68458.0,25,827,42084.0,60,0.226,1,Bachelor,No,Rural,2,Approved
55,38428.0,16,741,69658.0,48,0.45,2,Bachelor,No,Rural,3,Rejected
36,37695.0,2,722,13598.0,60,0.315,4,Bachelor,No,Urban,3,Approved
59,69044.0,26,667,30947.0,60,0.201,4,High School,No,Semiurban,2,Approved
39,50988.0,21,612,22149.0,60,0.457,1,High School,No,Urban,2,Rejected
54,19052.0,8,647,22322.0,36,0.128,1,High School,Yes,Semiurban,0,Approved
25,24699.0,7,638,21137.0,24,0.47,2,Master,No,Urban,3,Rejected
25,29263.0,7,498,14496.0,48,0.205,0,Bachelor,No,Semiurban,0,Rejected
56,33842.0,30,614,1751.0,60,0.503,1,High School,No,Semiurban,0,Approved
58,69080.0,11,810,48813.0,60,0.136,2,Master,No,Urban,0,Approved
63,62038.0,28,718,11459.0,48,0.206,0,Bachelor,No,Urban,0,Approved
35,98814.0,17,662,15384.0,60,0.301,1,High School,No,Semiurban,3,Approved
22,83211.0,4,720,15599.0,48,0.747,0,Bachelor,No,Urban,1,Approved
65,99174.0,16,543,10815.0,48,0.258,1,Master,No,Rural,0,Approved
48,76857.0,8,711,21042.0,12,0.575,0,Master,Yes,Urban,0,Approved
32,61723.0,7,786,17489.0,36,0.403,3,Bachelor,No,Urban,2,Approved
55,100683.0,29,681,11298.0,12,0.102,2,Bachelor,Yes,Semiurban,3,Approved
61,91196.0,15,557,19834.0,24,0.602,0,Bachelor,No,Urban,0,Rejected
33,67639.0,15,659,17617.0,36,0.155,0,Master,No,Semiurban,1,Approved
55,110656.0,17,786,32900.0,12,0.074,0,Master,No,Semiurban,1,Approved
56,15137.0,16,709,7532.0,60,0.438,0,High School,No,Semiurban,3,Approved
43,46879.0,2,584,10664.0,36,0.292,1,Bachelor,Yes,Urban,0,Approved
49,46486.0,12,850,28841.0,48,0.185,0,High School,No,Rural,0,Approved
33,103680.0,15,596,11876.0,24,0.186,1,Bachelor,No,Urban,0,Approved
62,130530.0,3,672,10006.0,60,0.181,0,High School,No,Semiurban,3,Approved
65,24773.0,5,612,12264.0,36,0.337,0,Bachelor,No,Rural,0,Rejected
65,119519.0,18,612,16856.0,36,0.104,3,Doctorate,No,Urban,2,Approved
54,28877.0,7,656,16898.0,48,0.109,3,Bachelor,No,Rural,1,Approved
22,29361.0,4,738,15704.0,36,0.255,0,High School,No,Semiurban,3,Approved
37,48350.0,14,787,9224.0,36,0.384,1,High School,Yes,Urban,0,Approved
41,46170.0,12,661,29753.0,48,0.031,0,Master,No,Semiurban,1,Approved
64,23341.0,3,614,42624.0,48,0.255,2,Bachelor,Yes,Rural,1,Rejected
45,78631.0,12,726,5200.0,36,0.298,2,Bachelor,No,Rural,1,Approved
45,79918.0,16,728,6557.0,60,0.177,2,Bachelor,No,Urban,1,Approved
27,98205.0,9,708,34544.0,36,0.218,2,Bachelor,No,Rural,2,Approved
56,43334.0,8,711,49936.0,36,0.287,2,Bachelor,No,Urban,0,Approved
36,53816.0,0,682,4510.0,36,0.292,0,Master,No,Urban,3,Approved
25,54087.0,7,697,30582.0,36,0.313,2,Bachelor,No,Urban,3,Rejected
65,139175.0,29,676,52195.0,36,0.196,0,High School,No,Semiurban,0,Approved
29,11571.0,11,770,10276.0,60,0.204,0,Bachelor,Yes,Urban,3,Approved
21,32493.0,3,850,50257.0,36,0.269,1,Bachelor,No,Rural,2,Approved
24,55168.0,6,703,16033.0,60,0.389,0,High School,No,Urban,3,Approved
41,30273.0,4,690,22085.0,24,0.158,0,Bachelor,No,Urban,0,Approved
25,47716.0,7,709,11278.0,48,0.215,0,Bachelor,No,Semiurban,3,Approved
58,51315.0,0,641,34503.0,24,0.326,4,Master,No,Semiurban,1,Rejected
44,38306.0,14,747,30962.0,36,0.075,0,Bachelor,No,Urban,1,Approved
35,56985.0,17,723,55226.0,36,0.292,1,Bachelor,No,Rural,2,Approved
21,77697.0,3,658,45914.0,48,0.215,0,Bachelor,Yes,Urban,3,Rejected
42,48298.0,24,758,17893.0,48,0.579,3,Master,No,Semiurban,0,Approved
27,42866.0,9,691,135750.0,24,0.177,0,Master,No,Rural,0,Rejected
65,50207.0,2,617,43310.0,24,0.051,1,High School,No,Rural,0,Rejected
34,54776.0,0,716,25577.0,36,0.112,1,High School,No,Semiurban,3,Approved
42,21119.0,4,708,9414.0,24,0.063,2,Bachelor,Yes,Urban,0,Approved
21,70894.0,1,762,6658.0,48,0.176,3,Bachelor,No,Urban,0,Approved
26,42918.0,8,752,7036.0,36,0.256,0,Bachelor,Yes,Semiurban,0,Approved
30,110077.0,1,682,9811.0,60,0.319,0,Bachelor,No,Rural,1,Approved
23,76128.0,5,655,44063.0,60,0.116,1,Bachelor,No,Urban,0,Approved
53,104676.0,13,690,24704.0,36,0.5,1,Bachelor,Yes,Rural,1,Approved
63,31541.0,22,717,12082.0,60,0.234,3,Bachelor,No,Rural,0,Approved
65,44839.0,20,726,16479.0,48,0.03,0,High School,Yes,Rural,1,Approved
32,27771.0,1,713,15223.0,24,0.197,2,Doctorate,No,Urban,1,Approved
56,37318.0,28,683,30277.0,60,0.081,0,Bachelor,No,Urban,1,Approved
43,109507.0,17,765,10167.0,36,0.249,0,High School,No,Urban,1,Approved
23,124643.0,5,639,22594.0,48,0.423,2,Doctorate,No,Semiurban,0,Approved
25,29249.0,7,850,21877.0,48,0.182,2,Bachelor,Yes,Rural,0,Approved
45,42746.0,26,747,10367.0,60,0.148,0,Bachelor,No,Rural,3,Approved
40,52743.0,14,605,50530.0,48,0.502,4,Master,No,Urban,0,Rejected
21,75900.0,3,704,14854.0,60,0.302,0,High School,No,Rural,1,Approved
62,20893.0,13,748,9441.0,36,0.185,3,Bachelor,No,Rural,1,Approved
53,22775.0,2,664,31335.0,60,0.348,0,High School,No,Urban,0,Rejected
43,71997.0,4,578,18649.0,48,0.234,0,Master,No,Semiurban,0,Rejected
65,18828.0,9,612,23473.0,48,0.257,2,High School,No,Rural,0,Approved
64,43017.0,6,731,8334.0,60,0.491,0,High School,No,Rural,0,Approved
64,60128.0,10,558,30522.0,24,0.27,1,High School,No,Rural,3,Rejected
32,69127.0,2,581,73881.0,36,0.494,2,Bachelor,Yes,Semiurban,0,Rejected
60,50876.0,18,730,7921.0,60,0.239,0,High School,No,Semiurban,3,Approved
43,44978.0,3,673,22660.0,60,0.538,2,Bachelor,No,Rural,0,Approved
53,87518.0,6,638,10804.0,48,0.071,1,Bachelor,No,Urban,0,Approved
59,64341.0,30,653,103401.0,36,0.236,0,High School,No,Rural,2,Rejected
28,38531.0,0,580,40291.0,24,0.087,0,Master,No,Urban,3,Rejected
41,56153.0,8,726,21623.0,36,0.095,0,Master,No,Semiurban,0,Approved
26,67903.0,8,630,8103.0,36,0.452,1,High School,No,Semiurban,2,Rejected
33,141509.0,9,650,9482.0,60,0.251,1,High School,No,Urban,1,Approved
39,84759.0,9,716,29237.0,36,0.142,2,Bachelor,No,Urban,3,Approved
59,107269.0,3,671,7424.0,36,0.369,1,High School,No,Urban,3,Approved
59,39311.0,13,637,7577.0,36,0.083,1,Bachelor,No,Urban,2,Approved
38,41224.0,20,541,18104.0,60,0.495,2,Bachelor,No,Urban,0,Rejected
35,48321.0,17,718,19631.0,48,0.205,1,Bachelor,No,Urban,1,Approved
44,50824.0,26,696,23044.0,24,0.445,4,Bachelor,No,Semiurban,1,Approved
62,31592.0,21,651,13527.0,36,0.109,1,Master,No,Urban,2,Approved
64,110343.0,24,612,32736.0,36,0.291,3,Bachelor,No,Urban,2,Approved
31,89405.0,13,691,10280.0,36,0.403,3,High School,Yes,Urban,2,Approved
29,46489.0,11,726,27050.0,48,0.14,1,High School,No,Semiurban,0,Approved
52,78279.0,17,697,20688.0,36,0.356,1,Bachelor,Yes,Urban,0,Approved
34,62173.0,16,813,26597.0,36,0.125,0,Bachelor,Yes,Semiurban,2,Approved
29,81715.0,11,743,38810.0,36,0.33,1,Bachelor,No,Semiurban,3,Approved
22,26258.0,4,682,13389.0,36,0.07,1,Bachelor,No,Rural,2,Rejected
39,50766.0,2,745,11713.0,36,0.35,1,Bachelor,No,Urban,0,Approved
38,53272.0,20,694,6007.0,48,0.381,0,Doctorate,Yes,Urban,3,Approved
46,77505.0,13,693,4845.0,24,0.178,3,Bachelor,No,Urban,1,Approved
30,38927.0,12,787,16054.0,36,0.246,0,High School,No,Rural,3,Approved
53,13907.0,21,623,16785.0,48,0.196,2,Doctorate,No,Semiurban,3,Rejected
51,30338.0,0,692,8885.0,60,0.256,3,Master,No,Semiurban,0,Approved
41,53184.0,20,779,10218.0,12,0.14,0,High School,No,Semiurban,0,Approved
29,56967.0,11,713,48454.0,12,0.397,1,Bachelor,No,Semiurban,3,Approved
43,138850.0,7,662,31806.0,60,0.324,1,Bachelor,No,Rural,0,Approved
51,75781.0,8,562,7927.0,24,0.477,4,High School,No,Urban,0,Rejected
37,57522.0,19,520,13502.0,60,0.149,3,High School,No,Urban,1,Rejected
32,54029.0,2,846,23436.0,60,0.385,1,High School,No,Rural,1,Approved
43,100951.0,18,713,11979.0,24,0.255,4,Bachelor,No,Urban,1,Approved
36,39756.0,18,646,10641.0,24,0.351,0,High School,No,Urban,1,Approved
39,50916.0,2,716,14447.0,60,0.618,0,High School,No,Urban,0,Approved
36,30212.0,0,619,36573.0,24,0.419,1,High School,No,Rural,0,Rejected
34,120029.0,1,665,38795.0,36,0.081,2,Bachelor,Yes,Rural,1,Approved
53,68252.0,22,619,11160.0,24,0.035,0,Master,No,Semiurban,1,Approved
41,37270.0,23,584,24282.0,36,0.305,2,Bachelor,Yes,Rural,1,Rejected
41,51644.0,23,532,17925.0,60,0.202,0,High School,No,Urban,3,Rejected
50,72795.0,0,570,9347.0,48,0.101,0,Master,No,Semiurban,0,Approved
37,47915.0,14,767,14839.0,12,0.474,4,Doctorate,No,Semiurban,0,Approved
25,40992.0,1,616,7914.0,36,0.295,2,High School,Yes,Urban,3,Rejected
59,38378.0,11,730,38335.0,48,0.206,1,Doctorate,No,Semiurban,2,Approved
23,66272.0,5,762,49377.0,24,0.183,2,Bachelor,No,Semiurban,2,Approved
46,45169.0,18,691,13784.0,48,0.123,1,High School,No,Semiurban,3,Approved
32,42853.0,14,668,11804.0,48,0.268,0,Bachelor,No,Rural,1,Approved
30,26377.0,12,700,35725.0,12,0.256,1,Bachelor,Yes,Urban,0,Approved
22,57399.0,1,659,39681.0,60,0.433,3,Master,No,Urban,3,Rejected
61,49782.0,7,780,8723.0,36,0.329,0,Bachelor,No,Rural,0,Approved
40,46082.0,8,831,16349.0,24,0.436,0,Master,No,Semiurban,3,Approved
36,61354.0,7,799,17323.0,24,0.26,2,Master,No,Urban,1,Approved
54,82991.0,10,529,10907.0,36,0.278,1,High School,No,Semiurban,3,Rejected
22,80898.0,4,657,23133.0,36,0.206,0,Bachelor,No,Rural,0,Approved
46,74540.0,22,690,11420.0,36,0.141,1,Bachelor,No,Urban,1,Approved
43,48181.0,25,725,12670.0,48,0.094,3,High School,No,Urban,0,Approved
45,40265.0,21,560,16852.0,48,0.334,0,Bachelor,Yes,Semiurban,2,Rejected
26,30975.0,8,559,6838.0,24,0.353,0,Master,No,Urban,1,Rejected
63,39690.0,5,788,4729.0,48,0.428,1,Bachelor,No,Rural,0,Approved
31,55598.0,11,648,32696.0,48,0.249,1,Bachelor,No,Urban,2,Rejected
51,35690.0,24,578,11125.0,36,0.356,0,High School,No,Semiurban,0,Approved
54,57984.0,30,607,72099.0,60,0.406,1,Bachelor,No,Semiurban,2,Rejected
36,32341.0,12,719,64849.0,36,0.179,1,Bachelor,Yes,Urban,0,Approved
26,22060.0,5,628,12951.0,12,0.414,1,Master,Yes,Urban,0,Rejected
34,86315.0,0,708,82332.0,12,0.154,1,Master,No,Urban,1,Rejected
57,42368.0,2,617,33109.0,36,0.155,0,High School,Yes,Semiurban,2,Rejected
61,34708.0,19,559,11833.0,36,0.366,0,Master,No,Urban,3,Rejected
63,30136.0,18,797,3361.0,12,0.35,2,Master,Yes,Rural,2,Approved
31,69408.0,13,720,28154.0,36,0.2,1,High School,Yes,Rural,1,Approved
48,117159.0,0,665,18370.0,60,0.092,1,Bachelor,No,Urban,2,Approved
27,44064.0,9,651,23826.0,48,0.073,1,High School,Yes,Urban,3,Approved
52,48851.0,5,800,15512.0,48,0.334,0,Bachelor,No,Urban,1,Approved
39,99160.0,10,734,8558.0,48,0.153,3,High School,No,Rural,2,Approved
53,20320.0,19,776,13637.0,48,0.219,2,Bachelor,No,Rural,1,Approved
51,162246.0,8,646,28494.0,36,0.628,0,High School,No,Semiurban,1,Approved
65,210943.0,20,694,14297.0,36,0.08,0,Master,No,Semiurban,3,Approved
42,12414.0,8,720,14241.0,36,0.164,0,High School,No,Semiurban,3,Approved
36,52128.0,15,649,6704.0,24,0.328,0,High School,Yes,Rural,0,Approved
44,37037.0,14,683,19099.0,36,0.31,1,High School,No,Rural,0,Approved
28,47547.0,10,646,8737.0,36,0.225,0,Bachelor,No,Urban,0,Approved
26,43694.0,3,720,32701.0,24,0.068,2,Bachelor,No,Rural,3,Approved
44,85953.0,17,591,11170.0,36,0.25,1,Bachelor,Yes,Urban,0,Approved
58,51698.0,30,733,14852.0,48,0.456,0,Bachelor,No,Urban,3,Approved
44,33326.0,19,713,73476.0,24,0.275,0,Master,No,Rural,1,Rejected
56,50030.0,23,675,14748.0,36,0.096,0,Bachelor,Yes,Semiurban,3,Approved
29,73000.0,11,724,13518.0,24,0.179,1,Bachelor,No,Urban,2,Approved
41,28682.0,1,663,26338.0,24,0.475,1,Bachelor,No,Urban,2,Rejected
48,22240.0,24,640,5640.0,48,0.554,0,Doctorate,No,Urban,2,Rejected
36,164571.0,7,731,40585.0,12,0.332,0,High School,Yes,Urban,1,Approved
21,38629.0,3,734,34344.0,36,0.256,3,High School,No,Rural,0,Approved
24,50998.0,6,652,25312.0,60,0.395,1,Bachelor,Yes,Semiurban,1,Approved
62,44192.0,27,646,2004.0,36,0.184,1,Bachelor,No,Semiurban,3,Approved
48,74350.0,12,676,15207.0,36,0.361,1,High School,No,Rural,1,Approved
32,145819.0,14,649,7870.0,48,0.168,0,Master,Yes,Urban,1,Approved
32,75664.0,14,804,37376.0,24,0.149,2,High School,No,Urban,3,Approved
22,23861.0,4,714,35678.0,36,0.07,2,Bachelor,No,Urban,0,Approved
63,25689.0,7,691,23164.0,36,0.414,0,High School,No,Urban,2,Rejected
25,44164.0,7,620,8235.0,24,0.237,0,Master,Yes,Urban,2,Approved
55,47456.0,28,745,47544.0,24,0.305,1,Bachelor,No,Semiurban,2,Approved
31,21333.0,13,644,15179.0,36,0.446,1,High School,No,Urban,0,Approved
36,86312.0,11,641,58199.0,24,0.13,4,High School,No,Urban,3,Rejected
33,30261.0,9,748,21389.0,24,0.114,1,High School,Yes,Semiurban,3,Approved
58,125042.0,24,719,25023.0,36,0.532,3,Bachelor,Yes,Semiurban,2,Approved
22,149707.0,0,502,13345.0,36,0.249,0,High School,No,Rural,2,Rejected
36,47980.0,18,678,44920.0,48,0.296,1,Bachelor,No,Rural,2,Rejected
33,70019.0,15,699,26732.0,12,0.307,0,Bachelor,No,Urban,1,Approved
33,27932.0,15,665,45982.0,48,0.066,3,Bachelor,No,Urban,3,Rejected
29,77506.0,11,702,20202.0,60,0.379,1,High School,Yes,Semiurban,1,Approved
62,41818.0,30,554,17458.0,36,0.395,2,Bachelor,No,Semiurban,3,Rejected
38,30246.0,20,478,26502.0,60,0.181,0,Doctorate,No,Rural,0,Rejected
39,46909.0,1,617,45972.0,36,0.252,1,Bachelor,No,Rural,0,Rejected
38,42571.0,16,711,34857.0,12,0.339,1,Master,No,Semiurban,1,Approved
65,45993.0,26,448,19692.0,36,0.274,0,High School,No,Rural,0,Rejected
36,92727.0,2,627,5383.0,36,0.389,2,High School,Yes,Urban,2,Approved
36,35709.0,18,546,30482.0,60,0.271,1,Doctorate,No,Semiurban,2,Rejected
35,142822.0,7,672,7065.0,36,0.196,1,Bachelor,No,Semiurban,0,Approved
35,26537.0,15,837,18414.0,36,0.217,1,Bachelor,No,Semiurban,2,Approved
25,133730.0,7,674,16695.0,60,0.3,2,Bachelor,No,Urban,2,Approved
48,31445.0,15,682,7162.0,24,0.273,0,Master,No,Urban,0,Approved
22,54969.0,1,753,22931.0,48,0.226,1,Master,No,Urban,1,Approved
31,42002.0,0,692,73016.0,36,0.419,3,High School,No,Urban,3,Rejected
30,45526.0,12,674,14690.0,60,0.05,0,High School,Yes,Semiurban,0,Approved
34,85463.0,16,759,29612.0,24,0.219,3,Master,No,Urban,2,Approved
55,125491.0,9,725,83227.0,48,0.217,3,High School,Yes,Rural,0,Approved
47,105860.0,28,712,31534.0,36,0.288,0,Bachelor,No,Semiurban,2,Approved
65,44021.0,14,680,11837.0,60,0.166,0,High School,No,Semiurban,0,Approved
36,60866.0,1,664,20998.0,60,0.166,2,Bachelor,No,Urban,3,Rejected
62,35773.0,16,759,24603.0,48,0.198,3,Bachelor,No,Urban,3,Approved
23,31880.0,5,665,45712.0,24,0.207,0,High School,No,Semiurban,2,Rejected
43,29279.0,7,782,39627.0,36,0.297,3,High School,No,Urban,1,Approved
56,43236.0,29,611,2974.0,60,0.193,0,Bachelor,No,Rural,2,Approved
44,63093.0,20,798,10317.0,48,0.267,0,Bachelor,Yes,Semiurban,3,Approved
62,19218.0,12,725,17199.0,60,0.21,3,Bachelor,No,Urban,2,Approved
35,53616.0,17,617,9304.0,48,0.562,0,Bachelor,No,Semiurban,2,Approved
22,126614.0,4,728,1625.0,36,0.187,2,High School,Yes,Rural,2,Approved
55,101940.0,2,641,11231.0,24,0.22,0,Bachelor,No,Rural,0,Approved
24,39864.0,6,693,17958.0,36,0.161,1,Master,No,Rural,0,Approved
55,25510.0,11,654,12793.0,48,0.06,3,Bachelor,No,Rural,0,Approved
54,70827.0,17,680,9416.0,36,0.056,0,Master,Yes,Urban,0,Approved
58,15375.0,23,761,18492.0,12,0.248,2,Master,Yes,Semiurban,2,Approved
42,101283.0,2,729,22497.0,48,0.176,3,High School,Yes,Semiurban,1,Approved
61,48904.0,22,606,13274.0,12,0.451,2,High School,No,Rural,0,Approved
28,150588.0,10,610,43904.0,36,0.135,3,High School,No,Rural,2,Approved
40,21274.0,16,710,18688.0,36,0.309,3,High School,Yes,Semiurban,2,Approved
26,91132.0,8,716,10215.0,36,0.218,0,Bachelor,Yes,Urban,0,Approved
